text,intents
show me all flights from denver to san francisco,flight
list all flights from atlanta to baltimore thursday morning,flight
san francisco to philadelphia please,flight
show me the nonstop flights from atlanta to oakland that leave in the afternoon and arrive between 430 pm and 630 pm,flight
is there a flight tomorrow morning from columbus to nashville,flight
please list the wednesday american airline flights from milwaukee to san jose,flight
i am interested in a flight from cincinnati to burbank the flight should be american and leave in the afternoon i need to know the aircraft and flight number,flight
i would like information on a flight between washington and san francisco with a stopover in dallas,flight
what flights are there between nashville and st. louis which are nonstop and arrive after noon and before 8 pm,flight
show me flights from denver to atlanta on june sixteenth,flight
can you please tell me the type of aircraft used flying from atlanta to denver on eastern flight 825 leaving at 555,aircraft
show me flights from atlanta to washington dc on wednesday evening,flight
could you please tell me the airlines that fly from toronto to san diego,airline
list all flights from boston to san francisco with more than 3 stops,flight
show me boston to oakland flights,flight
list the flights from houston to st. paul,flight
show all flights with first class from baltimore to dallas,flight
now show me the flights from denver to philadelphia on a saturday,flight
what is the earliest flight from boston that will arrive in denver,flight
evening flights from philadelphia to oakland,flight
i would like to fly from atlanta to denver on september fifteenth,flight
on the earliest flight from san francisco to atlanta on delta is a meal being served,flight
how can i go from minneapolis to long beach late tomorrow,flight
american flights from san francisco please,flight
give me us air flights for next wednesday from cleveland to miami,flight
what cities are served by canadian airlines international,city
i need a flight from pittsburgh to boston on wednesday the fourteenth,flight
please list all flights from oakland to dallas on sunday morning,flight
show me the airlines for flights to or from love field,airline
show me flights from pittsburgh to atlanta on monday afternoon,flight
what does dfw mean,abbreviation
okay on the following wednesday i 'd like to go from memphis to cincinnati as early as possible,flight
show me flights from boston to baltimore coach on wednesday about 12 noon,flight
what is the earliest flight leaving denver going to boston,flight
flights from nashville to seattle,flight
i want to leave boston at 838,flight
what flights from miami to indianapolis,flight
are there any flights from boston to san francisco stopping in denver,flight
could you please give me information concerning american airlines a flight from washington dc to philadelphia the earliest one in the morning as possible,flight
what is bur,abbreviation
what flights depart baltimore on friday and arrive in san francisco by 8 pm,flight
does american airlines fly from philadelphia to dallas,flight
i would like to fly from boston to baltimore in the afternoon what flights are there,flight
on continental airlines any class service from san francisco to pittsburgh,flight
all flights from miami to new york,flight
which airlines fly from boston to washington dc via other cities,airline
list all flights from boston to san francisco on united airlines,flight
i 'm interested in round trip flights from boston to washington,flight
list all flights going from boston to atlanta on wednesday after 6 o'clock pm on wednesday,flight
show me flights from pittsburgh to san francisco on friday leaving after 12 noon,flight
what is the earliest american airlines flight leaving philadelphia for dallas,flight
what is the last flight out of pittsburgh to boston in the evening on tuesdays,flight
flights from chicago to denver on continental on saturday morning,flight
list all flights going from boston to atlanta before 7 o'clock am on thursday,flight
what flights are available from san francisco to pittsburgh on thursday evening,flight
do you have a 747 that flies from san francisco to baltimore,flight
show me the flights from boston to baltimore,flight
find the earliest breakfast flight from boston to oakland,flight
give me flights from pittsburgh to baltimore,flight
i need to fly from boston to denver on to san francisco and back,flight
i 'd like a flight tomorrow from san diego to toronto,flight
i 'd like a flight from kansas city to los angeles that arrives in los angeles in the late afternoon,flight
could you please list all of the classes of flights there are,flight
i want a flight that leaves from charlotte to newark that leaves in the afternoon or evening,flight
please give me the flights from denver to pittsburgh which leave in the morning on july second,flight
i want to know what flights you have available coach or economy class from baltimore to dallas,flight
i 'd like to book the cheapest flight from atlanta to denver on august first,flight
what flights are there from houston to dallas,flight
what flights are there between atlanta and denver,flight
show me the flights from boston to san francisco that stop in atlanta,flight
i 'd like to see the flights from denver to philadelphia again,flight
show me the flights from pittsburgh to philadelphia,flight
what is the earliest flight i can get from baltimore to boston,flight
atlanta to pittsburgh july twenty third,flight
show me the us air flights from atlanta to boston,flight
i need to go to san diego from toronto but i want to stopover in denver,flight
flights from denver to baltimore between 10 am and 2 pm,flight
flights to baltimore,flight
show me flights on september twenty sixth please,flight
show me the flights from san francisco to dallas on continental airlines,flight
show me all flights arriving at love field from other airports,flight
and what is the last flight from denver to boston for tomorrow evening,flight
sunday flights from new york city to las vegas,flight
what are the flights for united airlines on september twentieth in the morning,flight
i 'd like to fly early tomorrow from columbus to minneapolis,flight
leaving washington going to san francisco the latest flight,flight
how many cities are served by eastern with first class flights,quantity
which airlines have connections between pittsburgh and baltimore,airline
list all nonstop flights from los angeles to pittsburgh before 5 pm on tuesday,flight
please give me all flights from long beach to memphis,flight
show me city served both by nationair and canadian airlines international,city
list types of aircraft that fly between boston and san francisco,aircraft
show flights between philadelphia and denver on september sixteenth,flight
i would like some information on flights leaving boston to atlanta,flight
flight numbers from columbus to minneapolis tomorrow,flight no
show me the flights from denver to atlanta,flight
are there any flights from denver to pittsburgh with a stopover in atlanta,flight
flights from oakland to san francisco on january twenty first 1992,flight
does midwest express have any flights,flight
oakland to san francisco please breakfast flight,flight
flights from newark new jersey to cleveland,flight
what airlines fly from philadelphia to san francisco,airline
which flights are serviced by american airlines,flight
show me all flights from indianapolis to montreal,flight
show me flights from denver to atlanta on june sixteenth,flight
on november twenty third what flights go from atlanta to denver on delta airlines,flight
what flights from houston to milwaukee on friday on american airlines,flight
which are the flights from denver to baltimore or washington dc,flight
which airlines are represented in the database,airline
show me flights from dallas to atlanta on tuesday,flight
what is the least expensive way to fly from philadelphia to san francisco,flight
show me the airlines that use love field,airline
flights from newark to cleveland daily 5 o'clock pm,flight
saturday flights from las vegas to phoenix,flight
flights from pittsburgh to baltimore between 10 am and 2 pm,flight
what flights can i find from pittsburgh to san francisco after 9 am,flight
show me flights from denver to boston on tuesday,flight
now i need a flight leaving fort worth and arriving in denver no later than 2 pm next monday,flight
show the flights that leave philadelphia that go to atlanta that leave early on thursday morning,flight
what flights go from san francisco to dallas,flight
show me the flights from atlanta to philadelphia,flight
show me flights from atlanta to washington,flight
i need a flight from kansas city to newark on the first of july,flight
i would like some information on a flight from denver to san francisco on united airlines,flight
what are all flights to denver from philadelphia on sunday,flight
show me all flights from boston to detroit,flight
what is the flight number of the earliest flight between boston and washington dc,flight no
what flights leave seattle on sunday on continental,flight
please show me the return flights from miami to new york,flight
what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,flight no
i 'd like to make a trip from washington to san francisco,flight
show me the flights from oakland to denver,flight
what flights are there from newark to seattle on saturday,flight
find me the earliest boston departure for atlanta and the lastest return trip from atlanta so that i can be in atlanta the longest amount of time but return to boston the same day,flight
what are the seating capacities of planes between pittsburgh and baltimore,capacity
show me flights from dallas to atlanta,flight
please list all first class flights on united from denver to baltimore,flight
hello i would like to plan a flight from boston to denver,flight
please list all flights on united airlines and northwest which go to denver,flight
show me the evening flights from philadelphia to baltimore,flight
list flights from houston to memphis june twenty ninth,flight
i wish to fly from boston to washington please find an airline for me,flight
show me the flights from denver to philadelphia again,flight
i 'm requesting flight information on a flight from san francisco to pittsburgh on friday,flight
give me the flights from boston to san francisco leaving early today,flight
which flights leaving baltimore to dallas on monday afternoon have economic class,flight
i would like to fly from boston to baltimore please tell me what are the times of the flights,flight
show me flights available from atlanta to baltimore leaving on monday morning,flight
flights from newark new jersey to cleveland ohio,flight
what are the cheapest one way flights from pittsburgh to atlanta,flight
i 'd like to go from detroit to san diego on wednesday evening june second,flight
list all nonstop flights from la to pittsburgh before 5 pm on tuesday,flight
list all arrivals from any airport to baltimore on thursday morning arriving before 9 am,flight
what are the flights from boston to baltimore leaving tomorrow,flight
what flights do you have in the morning of september twentieth on united airlines from pittsburgh to san francisco and a stopover in denver,flight
which united airlines flight flies across this continent and leaves from boston goes to dallas and makes a stopover in philadelphia,flight
i 'd like a list of all the flights from san francisco to pittsburgh on sunday please,flight
are there any 4 o'clock flights from washington to denver,flight
list all flights from baltimore to san francisco on friday,flight
list the flights arriving in baltimore from boston before 10 am on august third,flight
may i have a listing of flights from milwaukee to tacoma washington departing in the evening,flight
what 's the smallest plane flying from pittsburgh to baltimore on december seventeenth,aircraft
show me the flights from philadelphia to atlanta,flight
what are the flights from pittsburgh to baltimore,flight
what is the earliest flight that goes from atlanta to washington on thursday,flight
show me flights from atlanta to washington please,flight
show me all the information about the flight from baltimore to dallas which is listed dl 1055 dl 405,flight
give me the flights from miami to new york using tower air,flight
i 'd like to find a us air flight from orlando to cleveland that arrives around 10 o'clock in the evening,flight
i need a flight from pittsburgh to new york leaving at 5 pm,flight
show me the flights from dulles to san francisco leaving after 6 pm,flight
what flights do you have available from denver dallas and pittsburgh into baltimore,flight
please list the afternoon flights from charlotte to minneapolis,flight
show me the flights to love field,flight
can you tell me the flights on october fifteenth 1991 from boston to oakland,flight
flights from denver to pittsburgh on wednesday,flight
please list the flights taking off and landing on general mitchell international airport,flight
what are the morning flights from nashville to tacoma and from nashville to san jose in the next two days,flight
what 's the last flight from houston to dallas,flight
i 'm looking for a flight that goes from san jose to houston on may thirtieth and that leaves after noon,flight
show me all daily flights out of boston that have coach class,flight
what flights are between washington and san francisco,flight
show me the flights from philadelphia to atlanta georgia,flight
i want to find the first flight from baltimore to boston that serves a meal,flight
show me all flights from new york to milwaukee on northwest airlines departing at 720 am,flight
do you have a flight from atlanta to charlotte north carolina next monday,flight
can you list the latest flights from oakland to salt lake city on wednesday,flight
what flights are there from los angeles to pittsburgh,flight
flight information from oakland to denver,flight
i 'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,flight
what flights are there from denver to atlanta,flight
i 'd like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth,flight
what airlines have flights from boston to philadelphia that leave before 630 am,airline
what flights from minneapolis to pittsburgh,flight
i would like a nonstop flight from new york to las vegas on march second,flight
does delta have an early afternoon flight from boston to san francisco,flight
i 'd like to fly round trip from boston to pittsburgh,flight
i 'm interested in a flight from pittsburgh to atlanta,flight
how can i get from boston to atlanta and back in the same day and have the most hours on the ground in atlanta,flight
show me the type of aircraft that cp uses,aircraft
i 'd like to fly from dallas to san francisco at approximately 615 pm,flight
flights between tampa and st. louis,flight
chicago to milwaukee,flight
hello i 'm trying to find a flight that goes from pittsburgh to denver after 2 pm,flight
show me the flights from montreal to philly,flight
could you find me a flight from boston to san francisco that stops in denver,flight
can you show me the cheapest round trip flights between denver and pittsburgh,flight
what does fare code qw mean,abbreviation
i 'm looking for a flight traveling from boston to denver one way and the cheapest way possible,flight
which airlines have flights from denver to pittsburgh,airline
show flights from dallas to oakland,flight
show me flights from dallas to baltimore,flight
i need a plane that arrives in san francisco by 9 o'clock pm on friday and leaves from baltimore,aircraft
what am flights are available from pittsburgh to boston,flight
what type of plane is an m80,aircraft
i 'd like to know the earliest flight from boston to atlanta,flight
okay and can you tell me for flights departing from dallas to philadelphia the latest flight you would have departing from dallas to philadelphia,flight
i 'm looking for a flight from boston to denver that has no stopovers and is only in the afternoon,flight
show me all flights from pittsburgh to san francisco,flight
show me the cheapest flights round trip from new york to san jose,flight
what is the earliest flight arriving in charlotte from st. louis on friday,flight
show me the economy flights from baltimore to dallas,flight
list the flights and time of arrival for flights arriving in dallas fort worth from boston before noon,flight
i 'd like to fly from boston to san francisco,flight
yes what flights will be used on july seventh in the morning from atlanta to boston,flight
us 201,flight
what does restriction ap 57 mean,abbreviation
is there a flight between san francisco and boston with a stopover in dallas fort worth,flight
are there any flights from new york to los angeles which stop over in milwaukee,flight
list the flights on friday afternoon from philadelphia to oakland,flight
from las vegas to new york a nonstop twa and fare,flight
show me flights from denver to philadelphia,flight
tell me about flights from charlotte to atlanta next tuesday,flight
show me the dinner flights from baltimore to oakland,flight
on flight us air 2153 from san francisco to baltimore what time and what city does the plane stop in between,flight
minneapolis to phoenix on monday,flight
okay how about a flight on sunday from tampa to charlotte,flight
show me all flights from san francisco to pittsburgh which arrive in pittsburgh before 9 o'clock am tomorrow,flight
please give all flights from dallas to oakland california monday,flight
does american airlines fly from philadelphia to san francisco,flight
list flights from pittsburgh to baltimore on thursday morning nonstop,flight
does delta airline fly from denver to pittsburgh,flight
show me flights from denver to washington dc wednesday,flight
i 'd like to fly from denver to atlanta with a stop in pittsburgh,flight
show me all flights from phoenix to milwaukee on american airlines on wednesday,flight
what are the flights from las vegas to burbank also on saturday may twenty two,flight
what flights available between pittsburgh and baltimore on august eleventh,flight
philadelphia to boston monday,flight
what are the flights from boston to atlanta,flight
can you list all nonstop flights departing from st. petersburg and arriving in charlotte,flight
i want a flight from boston to denver that stops in pittsburgh,flight
please list the flights from toronto to washington dc,flight
what are the flights which depart from san francisco fly to washington via indianapolis and arrive by 9 pm,flight
show me all flights from san francisco to boston on november tenth,flight
what kind of aircraft is used on a flight from cleveland to dallas,aircraft
show me all flights direct only from boston to san francisco or oakland that arrive before 10 am local time,flight
what flights go from boston to denver before 10 am,flight
i 'd also like to see a list of the flights from pittsburgh to atlanta,flight
what is fare code h,abbreviation
show me flights from baltimore to philadelphia,flight
on april fifteenth i would like an early morning flight from boston to atlanta,flight
show me the flights from baltimore to philadelphia,flight
what is the cheapest flight from atlanta to pittsburgh one way,flight
show me flights from new york to miami,flight
does delta aircraft fly dc10,aircraft
what is the seating capacity of the various airplanes that united airlines uses,capacity
what does code y stand for,abbreviation
on monday i would like to travel from charlotte north carolina to phoenix arizona i would like to arrive in phoenix before 4 pm,flight
show flights from pittsburgh to oakland,flight
show me the flights from san diego to washington dc,flight
what is the earliest flight going from san francisco to dallas on monday august nineteenth,flight
is there a flight from charlotte to newark on tuesday evening,flight
what is the cheapest coach flight between dallas and baltimore leaving august tenth,flight
what time zone is denver in,city
i would like a to know the type of aircraft leaving from atlanta bound to boston on friday this week,aircraft
what flights from philadelphia to atlanta,flight
list all the flights from atlanta to charlotte north carolina that leave next monday,flight
american flight 4400 from cincinnati to houston,flight
i want to fly dallas to san francisco on monday july eighth,flight
i like to see the information for flights from pittsburgh to san francisco leaving pittsburgh after 12 pm,flight
yes i would like to find what flights are available from atlanta to boston on the morning of july seventh,flight
i would like to book a flight from chicago to seattle on june first,flight
show me all flights from san francisco to la guardia nonstop,flight
what 's the difference between fare code q and fare code f,abbreviation
does united airlines provide any first class flights from denver to baltimore,flight
flight on monday from philadelphia to oakland california early morning,flight
what does mco mean,abbreviation
what is hp,abbreviation
show me flights from baltimore to dallas,flight
okay can you tell me the earliest flight which leaves from philadelphia to dallas,flight
show me the continental flights leaving chicago early saturday morning,flight
what flights from new york to los angeles,flight
first class american flight from philadelphia to dallas on wednesday,flight
i want to leave before 8 in the morning what flight should i take to atlanta from boston,flight
all round trip flights between new york and miami business class fare,flight
show me all meals on flights from atlanta to washington,meal
give me a list of airlines in pittsburgh,airline
airports in new york,airport
show first flight from philadelphia to dallas,flight
list flights from boston to san francisco that serve only breakfast,flight
what are my choices of flights from las vegas to new york,flight
on eastern flight 825 from atlanta to denver can you tell me what type of aircraft used before 12 noon,flight
actually what are the nonstop flights from las vegas to burbank on saturday may twenty two,flight
show me all flights and fares from dallas to san francisco,flight airfare
show me the flights from baltimore to boston,flight
how do you get from the airport to downtown dallas please,flight
i need to take ten people from denver to phoenix please give me the flights during the week,flight
great now what i want to find out is on april twentieth from washington to denver do you have a flight least expensive fare around 5 o'clock in the morning,flight
what is american 's last flight from boston to washington dc on july twenty first,flight
what is airline nw,airline
show me the flights from san francisco to dallas,flight
show flights from denver to san francisco,flight
what is the earliest flight leaving boston on july first to dallas on july first,flight
flights from las vegas to montreal,flight
i would like to see the daily flights from baltimore to philadelphia,flight
what does fn under fare code mean,abbreviation
what flights from atlanta to washington,flight
i need the earliest flight from denver to boston that serves dinner,flight
i would like to fly to baltimore,flight
do you have a flight from boston to san francisco with a stopover in fort worth dallas,flight
all flights to baltimore after 6 pm,flight
i would like a flight from philadelphia to dallas,flight
list all flights from tampa florida to miami that are the cheapest one way,flight
which flight between pittsburgh and baltimore on july nineteenth has the smallest seating capacity,flight
i want to go from boston to oakland,flight
i 'd like to know if you have any flights from denver to philadelphia,flight
list the flights from indianapolis to houston,flight
give me the flights from pittsburgh to los angeles on thursday evening,flight
please give me the flights from san francisco to washington dc,flight
show all airlines with flights between denver and dallas,airline
what about flights from boston to san diego,flight
i want to depart washington april twentieth to atlanta least expensive fare,flight
all flights from san francisco to los angeles,flight
please list the earliest lunch flight from columbus to phoenix,flight
what are the flights from atlanta to boston in the afternoon,flight
what flights go from philadelphia to san francisco with a stopover in dallas,flight
show me all flights from san francisco to pittsburgh on a monday,flight
does delta airlines fly from boston to washington dc,flight
i want a flight from atlanta to pittsburgh,flight
how many flights has continental into and out of atlanta,quantity
show me the type of aircraft that canadian airlines uses,aircraft
i need a flight from denver to washington dc on wednesday,flight
list the flights from salt lake city to st. petersburg,flight
show me all flights from boston to denver which arrive before noon on wednesday,flight
what is ord,abbreviation
what are the flights from cleveland to indianapolis on wednesday may twelfth on either twa delta or continental,flight
only show continental flights,flight
show me flights from baltimore to philadelphia,flight
what is the abbreviation d10,abbreviation
list flights from pittsburgh to los angeles which leave on thursday after 5 pm,flight
do you have a night flight from washington to boston on august twenty seventh,flight
i would like a flight from philadelphia to dallas on american airlines,flight
what 're the flights from memphis to las vegas that arrive on a sunday,flight
is there a twa flight from las vegas to new york,flight
i 'd like a flight leaving atlanta august seventh and arriving in denver colorado august seventh leaving in the afternoon,flight
please list the flights from ontario california to orlando florida,flight
show me flights from milwaukee to orlando on a thursday before noon,flight
list daily flights of united airline from denver to baltimore with first class service,flight
which united airlines flights go through denver,flight
on tuesday what flights leave phoenix to st. paul minnesota and leave after noon,flight
show me the american airline flights leaving phoenix on wednesday and arriving in milwaukee,flight
give me flights from atlanta to baltimore,flight
flights from newark to tampa on friday on us air,flight
list united flights from denver to san francisco on tuesdays or wednesdays,flight
please list all flights on united airlines and northwest airlines that go into denver and all flights on northwest airlines and united airlines that fly out of denver,flight
what is the earliest flight from ontario to memphis,flight
what is the earliest flight from washington to san francisco on friday that serves breakfast,flight
show me the list of flights between philadelphia and denver that leave in the afternoon,flight
show flights from new york city to las vegas,flight
what airlines fly boston to baltimore,airline
what are the flights and fares from boston to philadelphia,flight airfare
show me the cheapest flights from atlanta to denver,flight
find travel arrangements for a round trip flight from dallas to pittsburgh arriving after 8 pm,flight
all flights to baltimore after 12 pm,flight
what kind of plane is used on the earliest flight from boston to san francisco afternoon,aircraft
i need to fly from dallas to san francisco and be in san francisco by 4 pm,flight
atlanta to pittsburgh,flight
show me the united flights which go from boston to washington dc,flight
what are the costs of car rental in dallas,ground fare
show me all the flights from toronto on nationair,flight
what planes does united use,aircraft
all do you have a flight from washington to boston that stops in philadelphia,flight
find me the earliest flight from boston to atlanta on any day of the week,flight
show the flights from milwaukee to orlando on a thursday morning,flight
show me flights from pittsburgh to philadelphia,flight
find the flights that leave philadelphia and arrive in dallas by noon,flight
what kind of airplanes are used by delta airlines flying between washington and denver,aircraft
do you have a flight from boston to fort worth,flight
list all flights on continental leaving denver on monday,flight
please list all available flights from oakland california to philadelphia on wednesday,flight
what flights go from chicago to seattle on continental airlines on saturday,flight
what is fare code f,abbreviation
show me flights from baltimore to philadelphia arriving after 2100,flight
please list the sunday flights from dallas to houston on american airlines,flight
all flights and fares from pittsburgh to dallas round trip after 12 pm less than 1100 dollars,flight airfare
show me the flights from st. petersburg to toronto that leave monday,flight
list all flights please from washington to san francisco,flight
on july eighth i 'd like a flight from newark to orlando in the morning,flight
list the first class flights from baltimore to denver,flight
please show me the flights available from san francisco to pittsburgh on tuesday,flight
show me all the flights leaving baltimore,flight
i need to know what flights leave atlanta on sunday evening and arrive in baltimore,flight
what is the earliest morning flight from san francisco to boston,flight
flights from new york to miami,flight
how many flights come from denver to baltimore on july nineteenth,quantity
which airlines fly from boston to washington dc but stopover in some other city,airline
i 'd like to travel from boston to baltimore on us air 269 please tell me the times,flight
show me all flights for tomorrow from san francisco to pittsburgh,flight
i would like to originate my flight in washington dc stop in denver with the destination city of san francisco,flight
show me flights from atlanta to washington dc leaving on thursday,flight
give me a flight from baltimore to newark that arrives as early as possible,flight
i want to fly from boston to denver and i don 't want any stopovers and i 'd like to fly only during the afternoon,flight
i would like a flight between denver and san francisco leaving from denver in the afternoon and arriving at 5 pm it must be a nonstop flight,flight
what is the earliest flight that i can get from bwi to boston logan,flight
wednesday morning flights between baltimore and newark,flight
when are the american flights from phoenix to milwaukee,flight
american airlines from phoenix to denver,flight
may i have a listing of flights from long beach to columbus ohio on tuesday,flight
show me all flights arriving to denver from baltimore oakland and boston,flight
i need a flight from boston to pittsburgh that leaves early in the morning,flight
what flights are there from baltimore to san francisco,flight
show me the flights from san diego to san francisco on southwest airlines,flight
what does yn stand for,abbreviation
i need information on a flight from san francisco to atlanta that would stop in fort worth,flight
find me a flight from atlanta to baltimore,flight
what is the last flight from san francisco to dallas fort worth,flight
what are flights from boston to st. petersburg,flight
i need a flight from st. petersburg to miami for thursday,flight
what is your last trip from washington to boston on august twenty seventh,flight
show me all flights from milwaukee to orlando,flight
i live in denver and i 'd like to make a trip to atlanta,flight
i want a flight from houston to memphis on tuesday morning,flight
what is the cheapest round trip flight from denver to atlanta,flight
explain fare code qx,abbreviation
are there any flights from boston to oakland that stop,flight
which airlines fly between boston and pittsburgh,airline
i 'm looking for a flight from pittsburgh to san francisco,flight
show me flights from milwaukee to orlando on wednesday night,flight
i would like a flight from atlanta to dallas on friday that arrives in dallas by 6 pm,flight
show me all flights from charlotte,flight
what flights are available from philadelphia to denver on sundays,flight
interested in a flight from washington to fort worth,flight
which flights go from philadelphia to san francisco,flight
do you have an early morning direct flight from philadelphia to pittsburgh,flight
is there a thursday night flight from pittsburgh to san francisco on us air,flight
from las vegas to montreal,flight
may i see all the flights from washington to san francisco please,flight
show flights first class on american from philadelphia to dallas fort worth,flight
what flight goes from denver to baltimore first class on united airlines arriving on may seventh,flight
list flights tomorrow from san diego to phoenix,flight
show me the flights into love field,flight
what is the earliest flight from boston to san francisco that serves a meal,flight
please show me all round trip flights from burbank to tacoma,flight
what is the latest flight from salt lake city to st. petersburg,flight
which airline is the cheapest to fly from dallas to baltimore on december twenty fourth,airline
may i see all nonstop flights from st. petersburg to charlotte,flight
i 'd like a cheap flight from dallas to baltimore on january first,flight
show flights from atlanta to baltimore,flight
i 'm trying to find a flight from kansas city to burbank on saturday the twenty second,flight
what is restriction ap 57,abbreviation
i want to make a round trip flight from washington to san francisco and return,flight
what do you have going from atlanta to philadelphia serving breakfast,flight
morning flights out of san francisco arriving boston afternoon,flight
what are the flights and fares from atlanta to philadelphia,flight airfare
what are the united airlines flights between baltimore and denver on august twelfth,flight
please list flights between san francisco and denver,flight
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover,aircraft
what is the last flight from baltimore to boston,flight
i 'd like to find the cheapest flight from washington dc to atlanta,flight
i would like an american airlines flight from cincinnati to burbank leaving this afternoon,flight
i want a flight on twa from boston to denver,flight
i would like to book a flight for august twenty seventh with us air from baltimore to oakland what flights do you have available,flight
i need a flight from new york to san francisco,flight
i am interested in a flight on american airlines from dallas to washington,flight
please give me flight schedules from pittsburgh to philadelphia,flight
which airlines serve denver,airline
are there any nonstop flights leaving from dallas to baltimore july seventh with who united airlines,flight
what 's the cheapest flight from atlanta to baltimore,flight
show me the flights from love field to all other airports,flight
show me all flights from atlanta to san francisco which leave atlanta after 5 o'clock pm tomorrow,flight
also show me flights from san francisco to pittsburgh on tuesday,flight
show me the flights from love field,flight
what are the flights from boston to baltimore,flight
what are the morning flights from boston to philadelphia,flight
i 'd like to know the earliest flight from boston to san francisco,flight
list all flights from baltimore to philadelphia,flight
how many seats in a 734,capacity
show me flights from san francisco to boston on thursday,flight
which is the flight number for the us air flight from philadelphia to boston is it 279 or is it 137338,flight no
which flights are between boston and baltimore washington,flight
how about april twenty seventh denver to washington,flight
show me american flights from dallas to san francisco,flight
show me the flights from denver to atlanta on friday,flight
i want a evening flight from dallas to milwaukee,flight
i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast,flight
give me the flights from phoenix to milwaukee on wednesday,flight
show me all the flights from milwaukee to orlando that leave after noon on wednesday and before noon on thursday,flight
all flights from boston to washington dc on the tenth of november,flight
how many flights does delta have with a class of service code f,quantity
does continental fly from boston to san francisco,flight
please list all flights leaving on thursday morning from new york city to toronto,flight
which delta flights depart from san francisco heading toward boston after 12 noon,flight
what does the fare code yn mean,abbreviation
give me a flight from newark to tampa on friday,flight
give me the american airlines flights from phoenix to milwaukee on wednesday,flight
what does ua stand for,abbreviation
from pittsburgh to baltimore,flight
list all united flights from philadelphia to san francisco,flight
is there a flight departing from san francisco and arriving in oakland on november seventh in the evening,flight
find me a flight leaving boston at 12 o'clock,flight
i 'd like to go from boston to pittsburgh to find the cheapest flight,flight
list nonstop flights on sunday from new york to las vegas and list nonstop flights on sunday from memphis to las vegas,flight
what is the cheapest way to fly from denver to oakland,flight
i want to make a trip from washington to san francisco,flight
i need to fly from kansas city to chicago leaving next wednesday and returning the following day,flight
what flights are available friday from philadelphia to oakland,flight
give me the flights for american airline from dallas to san francisco,flight
shortest morning flights from cincinnati to tampa,flight
find me the earliest flight from boston to atlanta on any day of the week,flight
i need a thursday flight from pittsburgh to baltimore arriving in baltimore before 9 o'clock,flight
i live in montreal and i want to travel to chicago then indianapolis and then return home,flight
find a flight between denver and oakland the flight should leave in the afternoon and arrive near 5 pm the flight should also be nonstop,flight
what flights leave phoenix on american airlines,flight
what 's the latest flight i can get from dallas to boston,flight
show last flight from philadelphia to boston,flight
from washington to atlanta,flight
can you show me what flights are available on december sixteen going from oakland to dallas,flight
does american airlines have a flight from pittsburgh to atlanta,flight
give me the one way flights from pittsburgh to boston,flight
pittsburgh to atlanta please with a stopover in fort worth,flight
how many stops on continental 1765 from boston to san francisco,quantity
what airlines fly between boston and san francisco,airline
what is the earliest flight from boston to atlanta,flight
list the three earliest flights from atlanta to philadelphia on wednesday,flight
show all flights from boston to denver on july thirty first,flight
what is the earliest flight from boston to san francisco on november seventh,flight
does american airlines flight from long beach to st. louis stopping in dallas serve lunch,flight
what flights do you have from ontario,flight
what is the cheapest flight from pittsburgh to atlanta,flight
flights from atlanta to washington dc,flight
i 'd like to see flights from pittsburgh to atlanta,flight
all flights before 10 am boston denver,flight
what is the earliest flight from pittsburgh to san francisco,flight
i would like to book a flight on us air first class from cleveland to miami on february twenty second,flight
i would like to travel from boston to denver early in the morning,flight
show me the flights from baltimore to dallas,flight
i need a flight from denver to pittsburgh on july seventh that leaves in the afternoon,flight
thank you i also need to travel next wednesday evening from dallas to san francisco,flight
which airline has the smallest plane leaving pittsburgh and arriving in baltimore on july fourth,airline
please list all flights that leave denver before noon on northwest airlines,flight
what flight do you have from dallas to denver on august twenty seventh in the morning,flight
what 's the difference between fare code q and fare code b,abbreviation
list flights from pittsburgh to baltimore,flight
i 'd like to find a flight between dallas and philadelphia,flight
what flights from atlanta to st. louis on tuesday arriving around 230 pm,flight
show me all flights from charlotte to columbus,flight
san francisco to denver,flight
can you tell me what flights you have from baltimore to dallas,flight
please list am flights leaving san francisco boston,flight
list the flights that arrive and depart from general mitchell international airport,flight
coach class flights on twa from columbus to st. paul,flight
again i will repeat i want to make a one way flight from boston to atlanta will you tell me how much the fares are i would like the cheapest fare,flight airfare
please list the american airlines flights from philadelphia to dallas on tuesday october first,flight
i need a flight from indianapolis to toronto reaching toronto on thursday morning,flight
what are the flights from las vegas to burbank on saturday may twenty two,flight
give me the flights from baltimore to pittsburgh,flight
what are the classes of service for continental airlines,flight
what 're the cheapest flights from new york to miami,flight
are there any nonstop flights from indianapolis to san diego on wednesday may twelfth,flight
what is ewr,abbreviation
show me flights from san francisco to denver,flight
is twa flight 497766 from st. petersburg to milwaukee with one stop available tomorrow morning,flight
show me the flights from washington to boston,flight
what flights arrive in chicago on sunday on continental,flight
how many booking classes are there,quantity
show me all flights from san diego to los angeles,flight
does flight ua 270 from denver to philadelphia have a meal,flight
show me flights from pittsburgh to philadelphia,flight
list the flights arriving in baltimore from denver on august third,flight
